,Unnamed: 0,iata_code,name,coordinates,iso_region,average_wait,max_wait,min_wait,obs_count
1478,28712,TSM,Taos Regional Airport,"-105.6719971, 36.45819855",US-NM,na,na,na,na
1479,28713,SKY,Griffing Sandusky Airport,"-82.6522979736, 41.4333992004",US-OH,na,na,na,na
1480,28714,SLB,Storm Lake Municipal Airport,"-95.24069976810001, 42.5973014832",US-IA,na,na,na,na
1481,28715,SLC,Salt Lake City International Airport,"-111.97799682617188, 40.78839874267578",US-UT,3.058823529,9,1,17
1482,28716,SLE,Salem Municipal Airport/McNary Field,"-123.0029984, 44.90950012",US-OR,na,na,na,0
1483,28717,SLG,Smith Field,"-94.48999786, 36.19189835",US-AR,na,na,na,na
1484,28721,SLK,Adirondack Regional Airport,"-74.2061996459961, 44.38529968261719",US-NY,na,na,na,0
1485,28722,SLN,Salina Municipal Airport,"-97.6521987915039, 38.79100036621094",US-KS,na,na,na,0
1486,28723,SLO,Salem Leckrone Airport,"-88.964202880859, 38.64289855957",US-IL,na,na,na,na
1487,28724,SLR,Sulphur Springs Municipal Airport,"-95.621101379395, 33.159801483154",US-TX,na,na,na,na
1488,28725,SMD,Smith Field,"-85.15280151, 41.14339828",US-IN,na,na,na,na
1489,28726,SME,Lake Cumberland Regional Airport,"-84.6158981323, 37.053398132299996",US-KY,na,na,na,0
1490,28727,SMF,Sacramento International Airport,"-121.59100341796875, 38.69540023803711",US-CA,2.4375,6,1,16
1491,28728,SMN,Lemhi County Airport,"-113.880996704, 45.1237983704",US-ID,na,na,na,na
1492,28729,SMO,Santa Monica Municipal Airport,"-118.450996399, 34.015800476100004",US-CA,na,na,na,na
1493,28731,SUM,Sumter Airport,"-80.361297607422, 33.994998931885",US-SC,na,na,na,na
1494,28732,SMX,Santa Maria Pub/Capt G Allan Hancock Field,"-120.4570007, 34.89889908",US-CA,na,na,na,0
1495,28733,SNA,John Wayne Airport-Orange County Airport,"-117.8679962, 33.67570114",US-CA,1.4,2,1,10
1496,28736,SNK,Winston Field,"-100.94999694824, 32.69340133667",US-TX,na,na,na,na
1497,28737,SNL,Shawnee Regional Airport,"-96.942802429199, 35.357898712158",US-OK,na,na,na,na
1498,28738,SNS,Salinas Municipal Airport,"-121.60600280762, 36.662799835205",US-CA,na,na,na,na
1499,28739,SNY,Sidney Municipal-Lloyd W Carr Field,"-102.9850006, 41.10129929",US-NE,na,na,na,na
1500,28741,SOP,Moore County Airport,"-79.3911972, 35.23740005",US-NC,na,na,na,na
1501,28742,SOW,Show Low Regional Airport,"-110.005996704, 34.265499115",US-AZ,na,na,na,0
1502,28745,SPA,Spartanburg Downtown Memorial Airport,"-81.956497192383, 34.915699005127",US-SC,na,na,na,na
1503,28747,SPF,Black Hills Airport-Clyde Ice Field,"-103.78299713135, 44.48030090332",US-SD,na,na,na,na
1504,28750,SPI,Abraham Lincoln Capital Airport,"-89.67790222, 39.84410095",US-IL,na,na,na,0
1505,28751,SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,"-98.491898, 33.9888",US-TX,na,na,na,0
1506,28752,SPW,Spencer Municipal Airport,"-95.202796936035, 43.165500640869",US-IA,na,na,na,na
1507,28753,SPX,Houston Gulf Airport,"-95.051399230957, 29.50830078125",US-TX,na,na,na,na
1508,28755,SQI,Whiteside County Airport-Joseph H Bittorf Field,"-89.67630005, 41.74280167",US-IL,na,na,na,na
1509,28756,SQL,San Carlos Airport,"-122.25, 37.511901855469",US-CA,na,na,na,na
1510,28760,SRQ,Sarasota Bradenton International Airport,"-82.55439758300781, 27.39539909362793",US-FL,2.5,4,1,2
1511,28761,RUI,Sierra Blanca Regional Airport,"-105.53500366211, 33.462799072266",US-NM,na,na,na,na
1512,28762,SSC,Shaw Air Force Base,"-80.47059631, 33.97269821",US-SC,na,na,na,na
1513,28763,SSF,Stinson Municipal Airport,"-98.471099853516, 29.336999893188",US-TX,na,na,na,na
1514,28764,SSI,Malcolm McKinnon Airport,"-81.39129639, 31.15180016",US-GA,na,na,na,na
1515,28767,STC,St Cloud Regional Airport,"-94.05989837646484, 45.546600341796875",US-MN,na,na,na,0
1516,28768,STE,Stevens Point Municipal Airport,"-89.530296325684, 44.5452003479",US-WI,na,na,na,na
1517,28770,STJ,Rosecrans Memorial Airport,"-94.909698486328, 39.771900177002",US-MO,na,na,na,na
1518,28771,STK,Sterling Municipal Airport,"-103.2649994, 40.61529922",US-CO,na,na,na,na
1519,28772,STL,St Louis Lambert International Airport,"-90.370003, 38.748697",US-MO,2.52173913,6,1,23
1520,28773,STP,St Paul Downtown Holman Field,"-93.05999755859375, 44.93450164794922",US-MN,na,na,na,na
1521,28774,STS,Charles M. Schulz Sonoma County Airport,"-122.8130035, 38.50899887",US-CA,1,1,1,1
1522,28775,SUA,Witham Field,"-80.22109985, 27.18169975",US-FL,na,na,na,na
1523,28776,SUD,Stroud Municipal Airport,"-96.655700683594, 35.789600372314",US-OK,na,na,na,na
1524,28777,SUE,Door County Cherryland Airport,"-87.42150116, 44.84370041",US-WI,na,na,na,na
1525,28778,SUN,Friedman Memorial Airport,"-114.2959976, 43.50439835",US-ID,na,na,na,0
1526,28780,SUS,Spirit of St Louis Airport,"-90.652000427246, 38.662101745605",US-MO,na,na,na,na
1527,28782,SUU,Travis Air Force Base,"-121.92700195312, 38.262699127197",US-CA,na,na,na,na
1528,28783,SUW,Richard I Bong Airport,"-92.094703674316, 46.689701080322",US-WI,na,na,na,na
1529,28784,SUX,Sioux Gateway Col. Bud Day Field,"-96.38439941, 42.40259933",US-IA,na,na,na,0
1530,28786,SVC,Grant County Airport,"-108.15599822998047, 32.63650131225586",US-NM,na,na,na,na
1531,28787,SVE,Susanville Municipal Airport,"-120.57299804688, 40.375701904297",US-CA,na,na,na,na
1532,28788,SVH,Statesville Regional Airport,"-80.953903198242, 35.765300750732",US-NC,na,na,na,na
1533,28789,SVN,Hunter Army Air Field,"-81.14569855, 32.00999832",US-GA,na,na,na,na
1534,28790,SWF,Stewart International Airport,"-74.10479736328125, 41.50410079956055",US-NY,na,na,na,0
1535,28792,SWO,Stillwater Regional Airport,"-97.08570098877, 36.161201477051",US-OK,na,na,na,0
1536,28794,SWW,Avenger Field,"-100.46700286865, 32.467399597168",US-TX,na,na,na,na
1537,28797,SYI,Bomar Field Shelbyville Municipal Airport,"-86.44249725, 35.56010056",US-TN,na,na,na,na
1538,28798,SYR,Syracuse Hancock International Airport,"-76.1063003540039, 43.11119842529297",US-NY,5,9,1,2
1539,28799,SYV,Sylvester Airport,"-83.895698547363, 31.558500289917",US-GA,na,na,na,na
1540,28800,SZL,Whiteman Air Force Base,"-93.547897338867, 38.73030090332",US-MO,na,na,na,na
1541,28804,TBC,Tuba City Airport,"-111.383003235, 36.0928001404",US-AZ,na,na,na,na
1542,28841,TAD,Perry Stokes Airport,"-104.341003418, 37.2593994141",US-CO,na,na,na,na
1543,28844,KTB,Thorne Bay Seaplane Base,"-132.537002563, 55.687999725299996",US-AK,na,na,na,na
1544,28845,TBN,Waynesville-St. Robert Regional Forney field,"-92.14070129, 37.74160004",US-MO,na,na,na,0
1545,28846,TBR,Statesboro Bulloch County Airport,"-81.73690032959999, 32.4827003479",US-GA,na,na,na,na
1546,28848,TCC,Tucumcari Municipal Airport,"-103.602996826, 35.182800293",US-NM,na,na,na,na
1547,28849,TCL,Tuscaloosa Regional Airport,"-87.611396789551, 33.220600128174",US-AL,na,na,na,0
1548,28850,TCM,McChord Air Force Base,"-122.475997925, 47.1376991272",US-WA,na,na,na,na
1549,28851,TCS,Truth Or Consequences Municipal Airport,"-107.272003174, 33.2369003296",US-NM,na,na,na,na
1550,28854,TDO,Ed Carlson Memorial Field South Lewis County Airport,"-122.805999756, 46.4771995544",US-WA,na,na,na,na
1551,28855,TDW,Tradewind Airport,"-101.825996399, 35.1698989868",US-TX,na,na,na,na
1552,28856,TDZ,Toledo Executive Airport,"-83.4822998, 41.56489944",US-OH,na,na,na,na
1553,28857,TEB,Teterboro Airport,"-74.060798645, 40.85010147089999",US-NJ,na,na,na,na
1554,28860,TEX,Telluride Regional Airport,"-107.9079971, 37.9538002",US-CO,na,na,na,0
1555,28864,THA,Tullahoma Regional Arpt/Wm Northern Field,"-86.24639893, 35.38010025",US-TN,na,na,na,na
1556,28865,THM,Thompson Falls Airport,"-115.28099822998, 47.573501586914",US-MT,na,na,na,na
1557,28867,THV,York Airport,"-76.8730011, 39.91699982",US-PA,na,na,na,na
1558,28869,TIK,Tinker Air Force Base,"-97.386596679688, 35.414699554443",US-OK,na,na,na,na
1559,28871,TIW,Tacoma Narrows Airport,"-122.5780029, 47.26789856",US-WA,na,na,na,na
1560,28872,TIX,Space Coast Regional Airport,"-80.799201965332, 28.514799118042",US-FL,na,na,na,na
1561,28878,KNT,Kennett Memorial Airport,"-90.0365982056, 36.2258987427",US-MO,na,na,na,na
1562,28879,TLH,Tallahassee Regional Airport,"-84.35030364990234, 30.396499633789062",US-FL,na,na,na,0
1563,28880,TLR,Mefford Field,"-119.3259964, 36.15629959",US-CA,na,na,na,na
1564,28881,TMA,Henry Tift Myers Airport,"-83.4885025024, 31.4290008545",US-GA,na,na,na,na
1565,28882,TMB,Kendall-Tamiami Executive Airport,"-80.432800293, 25.6478996277",US-FL,na,na,na,na
1566,28884,OTK,Tillamook Airport,"-123.814002991, 45.4182014465",US-OR,na,na,na,na
1567,28885,TNP,Twentynine Palms Airport,"-115.9459991, 34.13159943",US-CA,na,na,na,na
1568,28886,TNT,Dade Collier Training and Transition Airport,"-80.897003173828, 25.861799240112",US-FL,na,na,na,na
1569,28887,TNU,Newton Municipal Airport,"-93.021697998047, 41.67440032959",US-IA,na,na,na,na
1570,28888,XSD,Tonopah Test Range Airport,"-116.78099823, 37.7988014221",US-NV,na,na,na,na
1571,28889,TOA,Zamperini Field,"-118.33999633789, 33.803398132324",US-CA,na,na,na,na
1572,28891,TOC,Toccoa Airport - R.G. Letourneau Field,"-83.29579926, 34.59379959",US-GA,na,na,na,na
1573,28892,TOI,Troy Municipal Airport,"-86.012100219727, 31.860399246216",US-AL,na,na,na,na
1574,28893,TOL,Toledo Express Airport,"-83.80780029, 41.58679962",US-OH,na,na,na,0
1575,28894,TOP,Philip Billard Municipal Airport,"-95.622497558594, 39.068698883057",US-KS,na,na,na,na
1576,28895,TOR,Torrington Municipal Airport,"-104.1529999, 42.0644989",US-WY,na,na,na,na
1577,28896,TPA,Tampa International Airport,"-82.533203125, 27.975500106811523",US-FL,na,na,na,0
1578,28897,TPF,Peter O Knight Airport,"-82.44930267334, 27.915599822998",US-FL,na,na,na,na
1579,28898,TPH,Tonopah Airport,"-117.086998, 38.06019974",US-NV,na,na,na,na
1580,28899,TPL,Draughon Miller Central Texas Regional Airport,"-97.40779876708984, 31.15250015258789",US-TX,na,na,na,na
1581,28903,TRI,Tri-Cities Regional TN/VA Airport,"-82.407401, 36.475201",US-TN,1.5,2,1,2
1582,28904,TKF,Truckee Tahoe Airport,"-120.13999939, 39.319999694799996",US-CA,na,na,na,na
1583,28905,TRL,Terrell Municipal Airport,"-96.267402648926, 32.709201812744",US-TX,na,na,na,na
1584,28906,TRM,Jacqueline Cochran Regional Airport,"-116.16000366211, 33.62670135498",US-CA,na,na,na,na
1585,28909,TSP,Tehachapi Municipal Airport,"-118.43900299072, 35.134998321533",US-CA,na,na,na,na
1586,28911,TTD,Portland Troutdale Airport,"-122.40100097656, 45.54940032959",US-OR,na,na,na,na
1587,28913,TTN,Trenton Mercer Airport,"-74.8134994506836, 40.27669906616211",US-NJ,na,na,na,0
1588,28915,TUL,Tulsa International Airport,"-95.88809967041016, 36.19839859008789",US-OK,2.714285714,5,1,7
1589,28916,TUP,Tupelo Regional Airport,"-88.7698974609375, 34.26810073852539",US-MS,na,na,na,0
1590,28917,TUS,Tucson International Airport,"-110.94100189208984, 32.1161003112793",US-AZ,2.5,3,2,2
1591,28919,TVC,Cherry Capital Airport,"-85.58219909667969, 44.74140167236328",US-MI,na,na,na,0
1592,28920,TVF,Thief River Falls Regional Airport,"-96.18499756, 48.06570053",US-MN,na,na,na,0
1593,28921,TVI,Thomasville Regional Airport,"-83.881301879883, 30.901599884033",US-GA,na,na,na,na
1594,28923,TVL,Lake Tahoe Airport,"-119.99500274658203, 38.89390182495117",US-CA,na,na,na,na
1595,28926,TWF,Joslin Field Magic Valley Regional Airport,"-114.487999, 42.48180008",US-ID,na,na,na,0
1596,28929,TXK,Texarkana Regional Webb Field,"-93.99099731445312, 33.45370101928711",US-AR,na,na,na,0
1597,28930,TYZ,Taylor Airport,"-110.1149979, 34.45280075",US-AZ,na,na,na,na
1598,28932,TYR,Tyler Pounds Regional Airport,"-95.40239715576172, 32.35409927368164",US-TX,9,9,9,1
1599,28933,TYS,McGhee Tyson Airport,"-83.9940033, 35.81100082",US-TN,2.5,4,1,2
1600,28943,BFG,Bullfrog Basin Airport,"-110.7129974, 37.54579926",US-UT,na,na,na,na
1601,28949,NPH,Nephi Municipal Airport,"-111.8720016, 39.73880005",US-UT,na,na,na,na
1602,28952,RVR,Green River Municipal Airport,"-110.226997375, 38.9613990784",US-UT,na,na,na,na
1603,28957,PNU,Panguitch Municipal Airport,"-112.3919983, 37.84519958",US-UT,na,na,na,na
1604,28964,ICS,Cascade Airport,"-116.01599884, 44.4938011169",US-ID,na,na,na,na
1605,28975,UBS,Columbus Lowndes County Airport,"-88.3803024292, 33.4654006958",US-MS,na,na,na,na
1606,28977,UCA,Oneida County Airport,"-75.38390350341797, 43.14509963989258",US-NY,na,na,na,0
1607,28979,UCY,Everett-Stewart Regional Airport,"-88.98539734, 36.38180161",US-TN,na,na,na,na
1608,28980,UDD,Bermuda Dunes Airport,"-116.27500152588, 33.748401641846",US-CA,na,na,na,na
1609,28982,UES,Waukesha County Airport,"-88.237098693848, 43.041000366211",US-WI,na,na,na,na
1610,28983,UGN,Waukegan National Airport,"-87.867897033691, 42.422199249268",US-IL,na,na,na,na
1611,28984,UIL,Quillayute Airport,"-124.56300354004, 47.936599731445",US-WA,na,na,na,na
1612,28985,UIN,Quincy Regional Baldwin Field,"-91.19460297, 39.94269943",US-IL,na,na,na,0
1613,28986,UIZ,Berz-Macomb Airport,"-82.96540069580078, 42.66389846801758",US-MI,na,na,na,na
1614,28987,IKB,Wilkes County Airport,"-81.09829711910001, 36.2228012085",US-NC,na,na,na,na
1615,28988,UKI,Ukiah Municipal Airport,"-123.20099639893, 39.125999450684",US-CA,na,na,na,na
1616,28990,UKT,Quakertown Airport,"-75.381896972656, 40.435199737549",US-PA,na,na,na,na
1617,28991,ULM,New Ulm Municipal Airport,"-94.502296447754, 44.319599151611",US-MN,na,na,na,na
1618,28994,ATO,Ohio University Snyder Field,"-82.23139953610001, 39.2109985352",US-OH,na,na,na,na
1619,28996,UNU,Dodge County Airport,"-88.70320129, 43.42660141",US-WI,na,na,na,na
1620,28997,SCE,University Park Airport,"-77.84870147710001, 40.8493003845",US-PA,na,na,na,0
1621,28998,UOS,Franklin County Airport,"-85.898101806641, 35.205101013184",US-TN,na,na,na,na
1622,28999,UOX,University Oxford Airport,"-89.536796569824, 34.384300231934",US-MS,na,na,na,na
1623,29002,UTM,Tunica Municipal Airport,"-90.346702575684, 34.680999755859",US-MS,na,na,na,na
1624,29003,HTV,Huntsville Regional Airport,"-95.5871963501, 30.7469005585",US-TX,na,na,na,na
1625,29004,NPT,Newport State Airport,"-71.28150177, 41.5323982239",US-RI,na,na,na,na
1626,29006,UVA,Garner Field,"-99.743598938, 29.2112998962",US-TX,na,na,na,na
1627,29011,RKH,Rock Hill - York County Airport,"-81.05719757, 34.9878006",US-SC,na,na,na,na
1628,29012,VAD,Moody Air Force Base,"-83.1930007935, 30.9678001404",US-GA,na,na,na,na
1629,29013,LLY,South Jersey Regional Airport,"-74.845703125, 39.942901611299995",US-NJ,na,na,na,na
1630,29014,VBG,Vandenberg Air Force Base,"-120.583999634, 34.7373008728",US-CA,na,na,na,na
1631,29017,VCT,Victoria Regional Airport,"-96.91850280761719, 28.85260009765625",US-TX,na,na,na,0
1632,29018,VCV,Southern California Logistics Airport,"-117.383003235, 34.597499847399995",US-CA,na,na,na,na
1633,29020,VDI,Vidalia Regional Airport,"-82.371200561523, 32.192699432373",US-GA,na,na,na,na
1634,29022,VEL,Vernal Regional Airport,"-109.5100021, 40.4408989",US-UT,na,na,na,0
1635,29026,VGT,North Las Vegas Airport,"-115.19400024414, 36.21070098877",US-NV,na,na,na,na
1636,29027,VHN,Culberson County Airport,"-104.78399658203, 31.057800292969",US-TX,na,na,na,na
1637,29028,VIH,Rolla National Airport,"-91.7695007324, 38.1273994446",US-MO,na,na,na,na
1638,29030,VIS,Visalia Municipal Airport,"-119.392997742, 36.3186988831",US-CA,na,na,na,0
1639,29031,VJI,Virginia Highlands Airport,"-82.033302307129, 36.687099456787",US-VA,na,na,na,na
1640,29032,VKS,Vicksburg Municipal Airport,"-90.928398132324, 32.23929977417",US-MS,na,na,na,na
1641,29033,VLA,Vandalia Municipal Airport,"-89.166198730469, 38.991500854492",US-IL,na,na,na,na
1642,29034,VLD,Valdosta Regional Airport,"-83.27670288085938, 30.782499313354492",US-GA,na,na,na,0
1643,29037,VNC,Venice Municipal Airport,"-82.440299987793, 27.071599960327",US-FL,na,na,na,na
1644,29039,VNY,Van Nuys Airport,"-118.48999786377, 34.209800720215",US-CA,na,na,na,na
1645,29040,VOK,Volk Field,"-90.253402709961, 43.938999176025",US-WI,na,na,na,na
1646,29042,VPS,Destin-Ft Walton Beach Airport,"-86.525398, 30.4832",US-FL,na,na,na,0
1647,29043,VPZ,Porter County Municipal Airport,"-87.00710297, 41.45399857",US-IN,na,na,na,na
1648,29044,VQQ,Cecil Airport,"-81.876701355, 30.2187004089",US-FL,na,na,na,na
1649,29045,VRB,Vero Beach Municipal Airport,"-80.417900085449, 27.655599594116",US-FL,na,na,na,0
1650,29046,VSF,Hartness State (Springfield) Airport,"-72.51730347, 43.34360123",US-VT,na,na,na,na
1651,29049,VTN,Miller Field,"-100.5479965, 42.85779953",US-NE,na,na,na,na
1652,29055,VYS,Illinois Valley Regional Airport-Walter A Duncan Field,"-89.153099, 41.351898",US-IL,na,na,na,na
1653,29059,GTY,Gettysburg Regional Airport,"-77.27420044, 39.84090042",US-PA,na,na,na,na
1654,29061,SQV,Sequim Valley Airport,"-123.18699645996, 48.098098754883",US-WA,na,na,na,na
1655,29078,PGC,Grant County Airport,"-79.1458969116, 38.9948997498",US-WV,na,na,na,na
1656,29079,WAL,Wallops Flight Facility Airport,"-75.4664001465, 37.9402008057",US-VA,na,na,na,na
1657,29080,WAY,Greene County Airport,"-80.13310242, 39.90010071",US-PA,na,na,na,na
1658,29081,WBW,Wilkes Barre Wyoming Valley Airport,"-75.8511962891, 41.2971992493",US-PA,na,na,na,na
1659,29082,WDG,Enid Woodring Regional Airport,"-97.7910995483, 36.3791999817",US-OK,na,na,na,na
1660,29083,WDR,Barrow County Airport,"-83.66739655, 33.98289871",US-GA,na,na,na,na
1661,29084,KWF,Waterfall Seaplane Base,"-133.242996216, 55.296298980699994",US-AK,na,na,na,na
1662,29085,WHP,Whiteman Airport,"-118.413002014, 34.2593002319",US-CA,na,na,na,na
1663,29086,WJF,General WM J Fox Airfield,"-118.2190018, 34.74110031",US-CA,na,na,na,na
1664,29087,KWK,Kwigillingok Seaplane Base,"-163.13999939, 59.8367004395",US-AK,na,na,na,na
1665,29088,WLD,Strother Field,"-97.0375976562, 37.168598175",US-KS,na,na,na,na
1666,29089,WLW,Willows Glenn County Airport,"-122.2180023, 39.51639938",US-CA,na,na,na,na
1667,29090,WMC,Winnemucca Municipal Airport,"-117.805999756, 40.8965988159",US-NV,na,na,na,na
1668,29091,KWP,West Point Village Seaplane Base,"-153.548995972, 57.770099639899996",US-AK,na,na,na,na
1669,29092,WRB,Robins Air Force Base,"-83.5919036865, 32.6400985718",US-GA,na,na,na,na
1670,29093,WRI,Mc Guire Air Force Base,"-74.59169769, 40.0155983",US-NJ,na,na,na,na
1671,29094,WRL,Worland Municipal Airport,"-107.95099639892578, 43.9656982421875",US-WY,na,na,na,0
1672,29095,WSD,Condron Army Air Field,"-106.4029999, 32.34149933",US-NM,na,na,na,na
1673,29096,WST,Westerly State Airport,"-71.8033981323, 41.3496017456",US-RI,na,na,na,na
1674,29098,WVI,Watsonville Municipal Airport,"-121.790000916, 36.9356994629",US-CA,na,na,na,na
1675,29099,WVL,Waterville Robert Lafleur Airport,"-69.6754989624, 44.5331993103",US-ME,na,na,na,na
1676,29100,WWD,Cape May County Airport,"-74.9083023071, 39.008499145500004",US-NJ,na,na,na,na
1677,29101,WWR,West Woodward Airport,"-99.5226667, 36.438",US-OK,na,na,na,na
1678,29104,WYS,Yellowstone Airport,"-111.1179962, 44.68840027",US-MT,na,na,na,0
1679,29115,KYO,Tampa North Aero Park Airport,"-82.37449646, 28.2213001251",US-FL,na,na,na,na
1680,29125,KXA,Kasaan Seaplane Base,"-132.397994995, 55.537399292",US-AK,na,na,na,na
1681,29130,XNA,Northwest Arkansas Regional Airport,"-94.306801, 36.281898",US-AR,na,na,na,0
1682,29158,YIP,Willow Run Airport,"-83.53040314, 42.23789978",US-MI,na,na,na,0
1683,29159,YKM,Yakima Air Terminal McAllister Field,"-120.5439987, 46.56819916",US-WA,na,na,na,0
1684,29160,YKN,Chan Gurney Municipal Airport,"-97.385902404785, 42.916698455811",US-SD,na,na,na,na
1685,29161,KYL,Port Largo Airport,"-80.42992, 25.09334",US-FL,na,na,na,na
1686,29162,YNG,Youngstown Warren Regional Airport,"-80.67910004, 41.26070023",US-OH,na,na,na,0
1687,29268,KZB,Zachar Bay Seaplane Base,"-153.746052, 57.553001",US-AK,na,na,na,na
1688,29272,ZPH,Zephyrhills Municipal Airport,"-82.15589904790001, 28.2282009125",US-FL,na,na,na,na
1689,29275,ZZV,Zanesville Municipal Airport,"-81.89209747310001, 39.9444007874",US-OH,na,na,na,na
1690,30777,LOR,Lowe AHP (Fort Rucker) Heliport,"-85.75119781, 31.35580063",US-AL,na,na,na,na
1691,30895,LRO,Sharpe AAF,"-121.272805556, 37.837916666699996",US-CA,na,na,na,na
1692,31186,LTH,Lathrop Wells Airport / Jackass Aeropark,"-116.4135, 36.6342",US-NV,na,na,na,na
1693,31316,DRU,Drummond Airport,"-113.205002, 46.6208",US-MT,na,na,na,na
1694,31377,UWA,Ware Airport,"-72.214797973633, 42.282001495361",US-MA,na,na,na,na
1695,31559,MDR,Medfra Airport,"-154.719429016, 63.1060198183",US-AK,na,na,na,na
1696,31582,LIZ,Loring International Airport,"-67.885902, 46.950401",US-ME,na,na,na,na
1697,31673,MGI,Matagorda Island Air Force Base,"-96.464, 28.323",US-TX,na,na,na,na
1698,31796,MHN,Hooker County Airport,"-101.059113, 42.042155",US-NE,na,na,na,na
1699,32746,MTX,Metro Field,"-147.761993408, 64.80680084229999",US-AK,na,na,na,na
1700,33509,MXC,Monticello Airport,"-109.341225, 37.93243",US-UT,na,na,na,na
1701,33650,MYK,May Creek Airport,"-142.68699646, 61.3357009888",US-AK,na,na,na,na
1702,33722,MPE,Griswold Airport,"-72.549697876, 41.2711982727",US-CT,na,na,na,na
1703,34214,EPG,Browns Airport,"-96.1100006104, 40.8675003052",US-NE,na,na,na,na
1704,34700,HBB,Industrial Airpark,"-103.209, 32.7668",US-NM,na,na,na,na
1705,34800,NRC,NASA Crows Landing Airport,"-121.10900115967, 37.408000946045",US-CA,na,na,na,na
1706,34876,UCC,Yucca Airstrip,"-116.03800201416, 36.94580078125",US-NV,na,na,na,na
1707,35314,NLN,Kneeland Airport,"-123.92800140381, 40.719299316406",US-CA,na,na,na,na
1708,35325,O62,Carmel Valley,"-121.72911644, 36.4814843441",US-CA,na,na,na,na
1709,35330,BZF,Benton Field,"-122.407997131, 40.5749015808",US-CA,na,na,na,na
1710,35401,OBK,Sky Harbor Airport,"-87.85555555559999, 42.1438888889",US-IL,na,na,na,na
1711,35833,DWN,Downtown Airpark,"-97.532989, 35.449183",US-OK,na,na,na,na
1712,36441,AKB,Atka Airport,"-174.2059937, 52.22029877",US-AK,na,na,na,na
1713,36442,PML,Port Moller Airport,"-160.561004639, 56.0060005188",US-AK,na,na,na,na
1714,36445,PTD,Port Alexander Seaplane Base,"-134.647994995, 56.246799469",US-AK,na,na,na,na
1715,36446,PAQ,Palmer Municipal Airport,"-149.08900451660156, 61.59489822387695",US-AK,na,na,na,na
1716,36447,ATU,Casco Cove Coast Guard Station,"173.179992676, 52.8283996582",US-AK,na,na,na,na
1717,36448,BTI,Barter Island LRRS Airport,"-143.582000732, 70.1340026855",US-AK,na,na,na,na
1718,36449,BET,Bethel Airport,"-161.8379974, 60.77980042",US-AK,na,na,na,0
1719,36450,BVU,Beluga Airport,"-151.044006348, 61.1721992493",US-AK,na,na,na,na
1720,36451,BIG,Allen Army Airfield,"-145.722000122, 63.9944992065",US-AK,na,na,na,na
1721,36452,BKC,Buckland Airport,"-161.149002075, 65.9815979004",US-AK,na,na,na,na
1722,36453,BMX,Big Mountain Airport,"-155.259002686, 59.3611984253",US-AK,na,na,na,na
1723,36455,BRW,Wiley Post Will Rogers Memorial Airport,"-156.766008, 71.285402",US-AK,na,na,na,0
1724,36456,BTT,Bettles Airport,"-151.529007, 66.91390228",US-AK,na,na,na,na
1725,36459,CDB,Cold Bay Airport,"-162.72500610351562, 55.20610046386719",US-AK,na,na,na,na
1726,36460,CEM,Central Airport,"-144.7830048, 65.57379913",US-AK,na,na,na,na
1727,36461,CIK,Chalkyitsik Airport,"-143.740005493, 66.6449966431",US-AK,na,na,na,na
1728,36462,CYF,Chefornak Airport,"-164.285995483, 60.1492004395",US-AK,na,na,na,na
1729,36464,SCM,Scammon Bay Airport,"-165.570999146, 61.845298767100005",US-AK,na,na,na,na
1730,36465,IRC,Circle City /New/ Airport,"-144.076008, 65.830498",US-AK,na,na,na,na
1731,36467,CDV,Merle K (Mudhole) Smith Airport,"-145.4779968, 60.4917984",US-AK,na,na,na,0
1732,36468,CXF,Coldfoot Airport,"-150.203994751, 67.25219726559999",US-AK,na,na,na,na
1733,36469,CYT,Yakataga Airport,"-142.494541, 60.080974",US-AK,na,na,na,na
1734,36470,CZF,Cape Romanzof LRRS Airport,"-166.0390015, 61.78030014",US-AK,na,na,na,na
1735,36471,DRG,Deering Airport,"-162.76600647, 66.0696029663",US-AK,na,na,na,na
1736,36472,RDB,Red Dog Airport,"-162.899002075, 68.03209686279999",US-AK,na,na,na,na
1737,36473,ADK,Adak Airport,"-176.64599609375, 51.87799835205078",US-AK,na,na,na,0
1738,36474,DLG,Dillingham Airport,"-158.5050049, 59.04470062",US-AK,na,na,na,0
1739,36475,MLL,Marshall Don Hunter Sr Airport,"-162.026000977, 61.8642997742",US-AK,na,na,na,na
1740,36476,ADQ,Kodiak Airport,"-152.4940033, 57.75",US-AK,na,na,na,0
1741,36477,DUT,Unalaska Airport,"-166.544006348, 53.900100708",US-AK,na,na,na,0
1742,36478,KKH,Kongiganak Airport,"-162.880996704, 59.960800170899994",US-AK,na,na,na,na
1743,36479,EDF,Elmendorf Air Force Base,"-149.8070068359375, 61.250999450683594",US-AK,na,na,na,na
1744,36480,EEK,Eek Airport,"-162.0438843, 60.21367264",US-AK,na,na,na,na
1745,36481,EAA,Eagle Airport,"-141.151001, 64.77639771",US-AK,na,na,na,na
1746,36482,EHM,Cape Newenham LRRS Airport,"-162.06300354, 58.646400451699996",US-AK,na,na,na,na
1747,36483,EIL,Eielson Air Force Base,"-147.102005, 64.66570282",US-AK,na,na,na,na
1748,36484,ELV,Elfin Cove Seaplane Base,"-136.347000122, 58.195201873799995",US-AK,na,na,na,na
1749,36485,EMK,Emmonak Airport,"-164.4909973, 62.78609848",US-AK,na,na,na,na
